dataset,model,model_runtime,subject,train_genuine_count,test_genuine_count,train_impostor_count,test_impostor_count,FAR,FRR,EER,Accuracy,AUC,threshold,train_time_ms,inference_time_ms_per_sample,ui_blocking_time_ms,memory_before_bytes,memory_after_bytes,tf_num_tensors,tf_num_bytes
collected_data_analysis,1D-CNN TFJS,browser_worker,A011,3,2,65,53,0.8490566037735849,1,0.9245283018867925,0.14545454545454545,0.08490566037735849,0.4898759424686432,70.19999999925494,0.18181818181818182,10,not_available,not_available,192,147140
collected_data_analysis,1D-CNN TFJS,browser_worker,A013,2,2,66,53,0,0,0,1,1,0.5149855613708496,68.60000000149012,0.174545454504815,9.599999997764826,not_available,not_available,210,160404
collected_data_analysis,1D-CNN TFJS,browser_worker,M001,3,2,65,53,0.4716981132075472,0.5,0.4858490566037736,0.5272727272727272,0.6981132075471698,0.5168544054031372,72.69999999925494,0.18363636366345665,10.100000001490116,not_available,not_available,228,173668
collected_data_analysis,1D-CNN TFJS,browser_worker,M001_1,2,2,66,53,0.2641509433962264,0.5,0.3820754716981132,0.7272727272727273,0.7547169811320755,0.5066319704055786,69,0.18363636366345665,10.100000001490116,not_available,not_available,246,186932
collected_data_analysis,1D-CNN TFJS,browser_worker,P001,4,3,64,52,0.4230769230769231,0.3333333333333333,0.3782051282051282,0.5818181818181818,0.532051282051282,0.49084392189979553,69.10000000149012,0.17818181812763215,9.799999997019768,not_available,not_available,264,200196
collected_data_analysis,1D-CNN TFJS,browser_worker,P003,1,1,67,54,0.14814814814814814,0,0.07407407407407407,0.8545454545454545,0.8518518518518519,0.5048748254776001,72.10000000149012,0.1836363635957241,10.099999997764826,not_available,not_available,282,213460
collected_data_analysis,1D-CNN TFJS,browser_worker,P007,3,3,65,52,0.21153846153846154,0.3333333333333333,0.2724358974358974,0.7818181818181819,0.9102564102564102,0.5104166865348816,68.30000000074506,0.1836363635957241,10.099999997764826,not_available,not_available,300,226724
collected_data_analysis,1D-CNN TFJS,browser_worker,P008,6,5,62,50,0.48,0.4,0.44,0.5272727272727272,0.564,0.5245065093040466,69,0.18181818181818182,10,not_available,not_available,318,239988
collected_data_analysis,1D-CNN TFJS,browser_worker,P009,8,6,60,49,0.5714285714285714,0.5,0.5357142857142857,0.43636363636363634,0.391156462585034,0.5023457407951355,72.69999999925494,0.17636363635008986,9.699999999254942,not_available,not_available,336,253252
collected_data_analysis,1D-CNN TFJS,browser_worker,P010,3,3,65,52,0.6538461538461539,0.6666666666666666,0.6602564102564102,0.34545454545454546,0.34615384615384615,0.5026254057884216,68.40000000223517,0.17636363635008986,9.699999999254942,not_available,not_available,354,266516
collected_data_analysis,1D-CNN TFJS,browser_worker,TEST,3,2,65,53,0.4528301886792453,0.5,0.47641509433962265,0.5454545454545454,0.6415094339622641,0.48376572132110596,68.30000000074506,0.18000000004063954,9.900000002235174,not_available,not_available,372,279780
