dataset,model,subject,phase,elapsed_ms,train_time_ms,inference_batch_ms,inference_time_ms_per_sample,memory_before_bytes,memory_after_bytes,genuine_training_samples,evaluated_subjects,EER,environmentId,perceived_latency_ms,worker_elapsed_ms,completed_at
collected_data_analysis,1D-CNN TFJS,A013,train_and_infer,78.19999999925494,68.60000000149012,9.599999997764826,0.174545454504815,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,M001,train_and_infer,82.80000000074506,72.69999999925494,10.100000001490116,0.18363636366345665,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,M001_1,train_and_infer,79.10000000149012,69,10.100000001490116,0.18363636366345665,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,P001,train_and_infer,78.89999999850988,69.10000000149012,9.799999997019768,0.17818181812763215,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,P003,train_and_infer,82.19999999925494,72.10000000149012,10.099999997764826,0.1836363635957241,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,P007,train_and_infer,78.39999999850988,68.30000000074506,10.099999997764826,0.1836363635957241,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,P008,train_and_infer,79,69,10,0.18181818181818182,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,P009,train_and_infer,82.39999999850988,72.69999999925494,9.699999999254942,0.17636363635008986,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,P010,train_and_infer,78.10000000149012,68.40000000223517,9.699999999254942,0.17636363635008986,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,TEST,train_and_infer,78.20000000298023,68.30000000074506,9.900000002235174,0.18000000004063954,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,all,data_efficiency,42297.60000000149,,,,,,1,20,0.5468064170031826,,,,
collected_data_analysis,1D-CNN TFJS,all,data_efficiency,17740.10000000149,,,,,,2,19,0.40880374791426005,,,,
collected_data_analysis,1D-CNN TFJS,all,data_efficiency,1334,,,,,,3,17,0.4158008544491817,,,,
collected_data_analysis,1D-CNN TFJS,all,data_efficiency,160.19999999925494,,,,,,5,2,0.5350340136054421,,,,
collected_data_analysis,,,,,,,,,,,,,d2f357871e71a48e,79806,79806,2026-05-13T04:54:12.196Z
