dataset,model,subject,phase,elapsed_ms,train_time_ms,inference_batch_ms,inference_time_ms_per_sample,memory_before_bytes,memory_after_bytes,genuine_training_samples,evaluated_subjects,EER,environmentId,perceived_latency_ms,worker_elapsed_ms,completed_at
dsl,LightGBM Classifier,s017,train_and_infer,7283.5,7192.5999999996275,90.90000000037253,0.008911764705918875,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s018,train_and_infer,7871.5999999996275,7732.9000000003725,138.69999999925494,0.01359803921561323,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s019,train_and_infer,6154.200000001118,6021.5999999996275,132.60000000149012,0.01300000000014609,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s020,train_and_infer,8895.900000000373,8732.800000000745,163.09999999962747,0.01599019607839485,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s021,train_and_infer,5871.0999999996275,5754,117.09999999962747,0.011480392156826223,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s022,train_and_infer,5114.10000000149,5012.60000000149,101.5,0.009950980392156862,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s024,train_and_infer,7459.199999999255,7354.5,104.69999999925494,0.010264705882279896,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s025,train_and_infer,5037.5,4926.800000000745,110.69999999925494,0.010852941176397544,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s026,train_and_infer,6359.199999999255,6238.800000000745,120.39999999850988,0.011803921568481361,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s027,train_and_infer,5729.9000000003725,5604.4000000003725,125.5,0.012303921568627451,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s028,train_and_infer,7531.199999999255,7442.5,88.69999999925494,0.008696078431299504,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s029,train_and_infer,9758.400000000373,9623.900000000373,134.5,0.01318627450980392,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s030,train_and_infer,6117,5966.200000001118,150.7999999988824,0.01478431372538063,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s031,train_and_infer,7064.9000000003725,6924.5,140.40000000037253,0.013764705882389464,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s032,train_and_infer,8307.400000000373,8177.5999999996275,129.80000000074506,0.012725490196151476,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s033,train_and_infer,5109.699999999255,4979.9000000003725,129.7999999988824,0.012725490195968863,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s034,train_and_infer,9428.400000000373,9290.5,137.90000000037253,0.013519607843173777,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s035,train_and_infer,6928.199999999255,6813.5999999996275,114.59999999962747,0.011235294117610536,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s036,train_and_infer,4933.4000000003725,4848.5,84.90000000037253,0.008323529411801228,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s037,train_and_infer,6479.800000000745,6344.0999999996275,135.7000000011176,0.013303921568737019,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s038,train_and_infer,6413.9000000003725,6285.9000000003725,128,0.012549019607843137,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s039,train_and_infer,5512.10000000149,5383.300000000745,128.80000000074506,0.012627450980465202,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s040,train_and_infer,6228.9000000003725,6086.10000000149,142.7999999988824,0.013999999999890433,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s041,train_and_infer,5908.299999998882,5760,148.2999999988824,0.014539215686164942,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s042,train_and_infer,6112.300000000745,5984.800000000745,127.5,0.0125,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s043,train_and_infer,5614,5507.800000000745,106.19999999925494,0.010411764705809307,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s044,train_and_infer,6347,6233,114,0.011176470588235295,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s046,train_and_infer,6784.5999999996275,6638.4000000003725,146.19999999925494,0.014333333333260288,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s047,train_and_infer,6319.299999998882,6181.39999999851,137.90000000037253,0.013519607843173777,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s048,train_and_infer,8173.300000000745,8045,128.30000000074506,0.012578431372622064,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s049,train_and_infer,4766.200000001118,4649.4000000003725,116.80000000074506,0.011450980392229908,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s050,train_and_infer,7184.5,7052.299999998882,132.2000000011176,0.012960784313835058,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s051,train_and_infer,10318.099999999627,10180,138.09999999962747,0.013539215686237987,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s052,train_and_infer,5263,5171,92,0.009019607843137255,not_available,not_available,,,,,,,
